Crop Name,Year,Season,State,Area (Ha),Production (Tonnes),Inflation Rate (%),Production Cost (Per Tonne),Market Price (per Tonne),Supply (Tonnes),Demand (Tonnes),Import Volume (tonnes),Export Volume (tonnes),Interest Rate (%),Yield,Profit Margin (%),Category
Soyabean,2018,Kharif     ,Karnataka,159103.5,38430.6434,4.0546,27360.4117,46481.9732,14340.5188,37193.2338,89322.1008,13995.0145,11.0386,0.2425,57.0942,retail
Sugarcane,2018,Whole Year ,Karnataka,141521.04,321189.5525,5.0925,54394.2147,56027.6656,14660.4345,39499.9035,20530.7387,57770.9399,10.6797,2.2698,84.7586,direct
Sunflower,2018,Kharif     ,Karnataka,68618.93,52457.2217,6.5766,37920.0645,43158.0742,51884.5725,25955.7062,33603.516,95516.191,12.1929,0.7663,85.2242,wholesale
Sunflower,2018,Rabi       ,Karnataka,188319.29,387161.6775,9.1568,26376.3855,76887.1761,83177.2672,56478.8514,26413.0418,30761.9301,11.0871,2.0564,29.9439,retail
Sunflower,2018,Summer     ,Karnataka,156735.57,290992.2885,0.2231,41991.6298,55026.2085,12979.2111,40282.6547,19463.8066,84489.425,9.4575,1.8527,66.6196,direct
Sweet potato,2018,Whole Year ,Karnataka,92081.54,390559.9561,0.4753,47517.0117,53012.3818,27579.331,68759.3036,10322.7691,38660.0969,10.8737,4.2389,78.2499,wholesale
Tapioca,2018,Whole Year ,Karnataka,155081.84,82362.2344,0.7469,32041.7966,50103.1287,74154.2205,72714.9733,10822.8429,71706.1054,12.9495,0.5335,62.0315,retail
Tobacco,2018,Whole Year ,Karnataka,170521.38,15000.7105,2.2019,52914.5573,50854.0154,70257.7305,59365.746,65035.6482,33988.0531,12.6585,0.0873,100.9285,direct
Turmeric,2018,Whole Year ,Karnataka,66538.82,19675.1502,9.6709,26250.1206,42601.6046,77339.4968,53766.1688,42516.1476,68540.0157,13.2987,0.291,59.7714,wholesale
Urad,2018,Kharif     ,Karnataka,105829.3,254733.6012,1.3386,25207.7198,42342.6631,35167.0978,57556.114,9438.8275,55527.5142,12.0474,2.4056,51.9726,retail
Urad,2018,Rabi       ,Karnataka,17008.59,419282.112,6.6736,27929.4428,53377.4995,49801.5169,74334.2719,40267.5712,40337.0038,11.8437,24.6477,45.6773,direct
Urad,2018,Summer     ,Karnataka,90707.89,409427.8141,1.2513,27847.2741,69648.522,27904.1452,21420.5682,16669.1299,113017.7555,9.9425,4.5105,34.9006,wholesale
Wheat,2018,Rabi       ,Karnataka,165055.51,359790.0623,7.0422,56487.659,63373.9315,52952.4843,67906.3535,17778.7711,56769.347,11.4945,2.1825,77.8134,retail
Arecanut,2018,Whole Year ,Kerala,69762.2,170101.6347,8.9337,55153.8411,66722.5461,28773.9151,35662.3895,82473.4061,87381.1017,11.6497,2.4347,80.1802,direct
Arhar/Tur,2018,Whole Year ,Kerala,33749.19,88178.1507,4.9664,44042.8888,58936.2203,55346.2697,56936.6138,33671.7943,82375.6204,12.804,2.6093,72.4881,wholesale
Banana,2018,Whole Year ,Kerala,34627.54,304544.9539,4.7918,39591.5782,59875.4616,33008.4792,48132.9908,22330.4961,98133.5323,8.9434,8.7979,57.7247,retail
Black pepper,2018,Whole Year ,Kerala,57379.08,281904.6883,4.4911,56761.2087,66968.6448,81080.0884,72983.5372,18459.1679,91003.0914,14.2881,4.9082,73.9916,direct
Cardamom,2018,Whole Year ,Kerala,139465.78,20773.7043,4.1128,51422.7652,80265.2981,61920.3962,24739.7239,85509.6031,68600.5534,9.3799,0.1455,62.1479,wholesale
Cashewnut,2018,Whole Year ,Kerala,176851.91,151148.3585,7.8376,41477.3843,91880.0393,50881.9902,76442.014,26009.4442,28307.9853,9.7873,0.8536,43.7858,retail
Coconut ,2018,Whole Year ,Kerala,94856.27,472001.4762,0.1455,20671.9222,47989.0913,92420.824,12537.7932,51450.9437,83874.251,14.7925,4.9761,37.6069,direct
Cotton(lint),2018,Whole Year ,Kerala,168563.59,91404.6714,4.3844,35136.892,50837.2053,26557.3099,69858.9344,96067.4032,25801.4568,13.0562,0.5432,67.0464,wholesale
Garlic,2018,Whole Year ,Kerala,15396.39,78966.924,2.328,41943.9543,91188.827,28531.9874,33074.0512,49691.6935,38209.6774,10.4954,5.1313,44.62,retail
Ginger,2018,Whole Year ,Kerala,116785.24,260947.1302,0.3686,35630.2825,49223.8819,83680.0279,33037.6762,37291.6306,37147.9639,14.8798,2.231,63.1955,direct
Gram,2018,Whole Year ,Kerala,86528.39,15516.314,1.4162,21375.7639,81790.9432,30326.7008,10192.7212,45071.9036,94285.2707,9.6127,0.1746,25.3461,wholesale
Groundnut,2018,Whole Year ,Kerala,38682.65,256046.0597,9.4478,23959.0873,58760.7279,32048.6157,80071.3466,40295.0707,139268.3902,12.2414,6.6154,35.599,retail
Jowar,2018,Whole Year ,Kerala,33133.69,291162.5138,0.4268,35456.3906,31537.5809,35972.2851,80240.6892,35786.4234,127327.5253,13.58,8.7882,98.1446,direct
Maize,2018,Whole Year ,Kerala,175670.51,421405.9173,9.2829,34661.4368,59776.6768,68679.4629,68609.6423,37969.1756,72906.558,13.2405,2.3959,50.6243,wholesale
Onion,2018,Whole Year ,Kerala,70883.39,178971.6542,0.7178,39803.8627,78675.1674,74278.8364,15224.8581,52386.9549,56780.8221,11.6982,2.522,49.0723,retail
Other Kharif pulses,2018,Kharif     ,Kerala,39685.18,120609.6739,1.4647,40093.107,45384.9226,69435.5197,33569.1683,13350.1294,64518.1144,13.5703,3.0361,85.6898,direct
Potato,2018,Whole Year ,Kerala,152976.91,418209.9225,5.9655,46617.4046,40839.4638,52534.8605,81827.454,43501.3475,27475.4537,14.6567,2.7354,99.6481,wholesale
Ragi,2018,Whole Year ,Kerala,175345.84,388615.7754,2.8906,26545.9221,47455.7174,78043.1542,26684.5351,35220.9813,124375.0781,10.5924,2.2116,48.8298,retail
Rice,2018,Autumn     ,Kerala,161124.41,394583.9235,2.3765,46385.5261,39470.0081,42000.4083,69692.7928,9126.0607,95337.7595,11.2326,2.4444,102.5969,direct
Rice,2018,Summer     ,Kerala,124226.42,388121.1821,7.9637,45127.3876,53210.0193,55201.3808,72678.4043,17300.6193,63797.0843,10.9901,3.1234,74.0401,wholesale
Rice,2018,Winter     ,Kerala,176726.7,52529.8747,0.6305,56669.0878,96107.2896,59573.6558,44083.7549,29293.2143,88636.7182,9.0404,0.3007,57.1912,retail
Sesamum,2018,Whole Year ,Kerala,67334.03,154454.2737,7.2265,39402.9714,53159.8703,65564.4049,69255.1579,92989.2343,57514.1421,11.9698,2.2892,71.8964,direct
Small millets,2018,Whole Year ,Kerala,157086.23,185557.7408,9.1083,34409.4114,66431.9826,11428.8601,59564.6639,70752.8864,86022.5779,11.543,1.1834,50.246,wholesale
Sugarcane,2018,Whole Year ,Kerala,33613.6,38533.6962,4.2001,41629.7422,48618.2721,56381.7544,55022.2121,79603.9036,12051.7844,13.2793,1.1446,83.0611,retail
Sweet potato,2018,Whole Year ,Kerala,150482.07,354518.0444,3.1428,56135.4132,58142.0328,22667.4159,79519.6591,38148.4025,77157.0495,14.4627,2.3571,84.2833,direct
Tapioca,2018,Whole Year ,Kerala,155377.22,136936.8594,5.2186,30301.7427,49825.5632,15008.7421,66898.7078,39326.3899,35559.9575,12.3384,0.8827,58.9954,wholesale
Tobacco,2018,Whole Year ,Kerala,67288.32,296071.9554,2.4832,24219.2801,34460.9087,38403.2118,16775.3837,20077.7002,105553.6637,13.7837,4.4038,61.3525,retail
Turmeric,2018,Whole Year ,Kerala,160953.7,429462.4366,7.2459,30934.3476,77096.4439,65882.0896,25484.6936,9099.0462,30918.3232,8.8076,2.6675,35.0267,direct
Wheat,2018,Whole Year ,Kerala,19718.93,282660.0661,5.238,20711.1975,65800.4738,17989.9304,55780.1701,26054.3843,130351.0056,9.9619,14.3366,27.4801,wholesale
Arecanut,2018,Whole Year ,Tamil Nadu,128250.95,169066.0336,1.6393,24267.1981,39791.5534,28983.1538,13361.7209,20854.6217,49484.1426,13.4733,1.3192,59.1603,retail
Arhar/Tur,2018,Kharif     ,Tamil Nadu,54561.79,246115.0542,0.3783,23426.1305,33245.6151,43963.504,56606.7071,25196.5551,106386.0498,10.6312,4.5105,61.5174,direct
Bajra,2018,Kharif     ,Tamil Nadu,64573.04,436631.3283,2.0952,42596.9195,48422.8171,25163.2938,74664.3241,51661.3173,26838.5905,12.6876,6.7609,76.7949,wholesale
Bajra,2018,Rabi       ,Tamil Nadu,146327.52,348408.092,1.3386,44670.7504,78236.0096,85489.9606,53361.2908,54567.9029,39116.0357,13.1241,2.3765,49.8483,retail
Banana,2018,Whole Year ,Tamil Nadu,170963.06,313521.5182,0.9797,23076.6298,55796.8541,11833.3598,24319.5199,26978.2608,67269.9365,11.9504,1.8333,36.1034,direct
Black pepper,2018,Whole Year ,Tamil Nadu,135490.85,470018.4567,3.6472,35303.3246,38671.3683,93868.4617,76733.5378,25295.9607,37104.8086,10.7961,3.4726,79.6952,wholesale
Cardamom,2018,Whole Year ,Tamil Nadu,118196.66,447888.4208,6.1983,48103.561,51648.6782,59595.151,30748.8157,51395.353,89737.1735,10.5148,3.7927,81.3054,retail
Cashewnut,2018,Whole Year ,Tamil Nadu,97043.74,269010.8663,7.9637,42854.2896,70674.006,90587.8441,49340.5535,60501.2862,82251.441,11.155,2.7742,52.9329,direct
Castor seed,2018,Kharif     ,Tamil Nadu,175488.68,186057.4266,1.9012,25062.7727,93656.4488,34361.2606,62887.719,34766.7206,20777.6134,13.1629,1.0573,25.9572,wholesale
Coconut ,2018,Whole Year ,Tamil Nadu,63454.09,281842.9672,1.3677,36397.3973,51772.4696,71815.8221,64643.7973,50676.0786,114135.7387,12.998,4.4426,61.3719,retail
Coriander,2018,Whole Year ,Tamil Nadu,175112.11,233052.0157,2.8421,47598.6566,95757.2457,34801.4369,17090.0614,56679.5153,20261.0399,12.7943,1.3289,48.2187,direct
Cotton(lint),2018,Kharif     ,Tamil Nadu,44540.09,325994.8646,1.5229,36572.4726,57313.323,48878.0866,72820.7906,26467.4103,101936.9023,14.3269,7.3235,55.7071,wholesale
Cotton(lint),2018,Rabi       ,Tamil Nadu,25434.64,130717.0739,9.6903,37470.4404,86758.5266,50025.6936,73969.9787,81238.9744,32398.5626,7.7697,5.141,41.8943,retail
Cowpea(Lobia),2018,Kharif     ,Tamil Nadu,27018.15,241698.7703,2.1534,43878.0373,59508.3748,62430.3155,73915.6199,72262.9921,24466.9502,10.5633,8.9434,71.5181,direct
Cowpea(Lobia),2018,Rabi       ,Tamil Nadu,81658.36,38038.8507,5.2768,35351.1456,41294.5878,44468.389,49037.6225,20559.7805,33098.8444,12.2511,0.4656,83.0417,wholesale
Dry chillies,2018,Whole Year ,Tamil Nadu,27895.03,475086.5224,2.3959,35789.9833,43146.2208,82929.4031,17634.4157,41298.5745,75606.747,10.5439,17.0332,72.4202,retail
Garlic,2018,Whole Year ,Tamil Nadu,148546.05,226770.577,7.4787,29361.7157,67423.2353,60044.9497,57701.7692,81939.6345,66909.3681,12.3287,1.5229,42.2435,direct
Ginger,2018,Whole Year ,Tamil Nadu,100380.97,163246.8096,2.2601,26798.9272,87328.8866,30221.6789,32027.5958,28166.6466,93382.2201,11.2811,1.6296,29.7693,wholesale
Gram,2018,Rabi       ,Tamil Nadu,127955.15,159813.9796,6.5184,42825.2284,92381.2092,53457.961,36437.5747,49570.1816,20957.8685,11.5042,1.2513,44.9692,retail
Groundnut,2018,Kharif     ,Tamil Nadu,129574.64,342342.1,6.1304,45792.1674,47408.4978,16993.7016,16890.707,58945.0279,93759.3076,8.8852,2.6384,84.3221,direct
Groundnut,2018,Rabi       ,Tamil Nadu,67979.31,104350.9122,9.1762,44017.0771,68057.0236,51854.6286,28510.4146,9924.3319,42132.629,12.8137,1.5326,62.7396,wholesale
Horse-gram,2018,Kharif     ,Tamil Nadu,71602.18,386018.2124,4.365,22936.8334,69961.347,73159.9802,27329.9343,34760.8327,96717.9337,9.5739,5.3932,28.6247,retail
Horse-gram,2018,Rabi       ,Tamil Nadu,185005.63,219544.853,7.4593,33242.2977,40961.354,54064.2207,73936.31,69926.5143,37466.0172,7.7988,1.1834,78.7252,direct
Jowar,2018,Kharif     ,Tamil Nadu,177357.3,64536.9227,3.7442,31509.1696,42274.0356,13693.1796,52416.2101,71284.5531,64902.0501,10.2238,0.3686,72.3038,wholesale
Jowar,2018,Rabi       ,Tamil Nadu,37828.45,380396.0536,8.8658,44530.0907,41174.8413,35875.0135,51411.4259,19958.3514,131058.8922,9.1083,10.0589,94.4101,retail
Maize,2018,Kharif     ,Tamil Nadu,196787.51,25724.6425,5.0925,57349.6398,85525.4529,34230.3106,40964.6035,32963.2093,60139.9418,9.1762,0.1261,65.0482,direct
Maize,2018,Rabi       ,Tamil Nadu,169240.09,133311.4262,4.5687,38926.4783,48564.117,40721.5506,19687.5953,13501.9538,33758.9585,7.9443,0.7857,77.7455,wholesale
Moong(Green Gram),2018,Kharif     ,Tamil Nadu,109683.31,327891.6608,3.8994,40907.1116,72029.0281,45859.9704,79609.9758,40503.0678,100965.7771,14.8507,2.9876,49.5767,retail
Moong(Green Gram),2018,Rabi       ,Tamil Nadu,83029.57,202865.5284,6.0722,44475.7513,72968.0463,10319.5293,47687.14,17059.9235,26235.0662,8.0898,2.4444,59.1215,direct
Onion,2018,Kharif     ,Tamil Nadu,182235.8,379485.5825,9.2829,50338.7126,59436.3523,22547.9022,67687.5797,22794.8545,46989.031,8.8755,2.0855,73.9334,wholesale
Onion,2018,Rabi       ,Tamil Nadu,91853.36,305246.8944,8.3226,43972.4862,74555.6162,71853.0992,22254.3899,9448.285,82638.9075,12.4645,3.3271,51.4876,retail
Other  Rabi pulses,2018,Rabi       ,Tamil Nadu,47235.33,215911.3494,1.1931,48709.7528,48248.2559,38749.2787,49545.175,57000.2555,11237.741,12.4548,4.5687,97.9312,direct
Other Cereals,2018,Kharif     ,Tamil Nadu,184886.57,440255.7042,5.5581,43682.7084,58187.39,86872.7732,67735.2649,23237.4267,49082.5626,10.3305,2.3765,65.5429,wholesale
Other Cereals,2018,Rabi       ,Tamil Nadu,35203.4,427553.2632,4.0837,51175.8711,75070.6668,46824.6257,14275.2281,27438.9914,122453.2753,13.095,12.1444,59.5095,retail
Other Kharif pulses,2018,Kharif     ,Tamil Nadu,104772.24,342618.162,4.3941,34552.1663,49893.017,61490.0169,21256.0853,43221.7644,103123.6003,11.3587,3.2689,60.4601,direct
Potato,2018,Kharif     ,Tamil Nadu,24919.99,48655.0545,8.2644,41773.6514,39904.4226,30789.2453,73403.0137,65870.6533,33975.6177,12.3966,1.9497,101.5396,wholesale
Potato,2018,Rabi       ,Tamil Nadu,164697.54,196172.4217,3.6375,27978.9516,56808.5447,30452.2964,28935.3231,35002.6925,10797.4968,11.5333,1.1931,47.7725,retail
Ragi,2018,Kharif     ,Tamil Nadu,129468.94,392000.5128,3.4435,39286.4744,72521.1479,67515.8897,29490.3377,21950.3628,38226.827,8.6718,3.0264,47.2972,direct
Ragi,2018,Rabi       ,Tamil Nadu,181846.17,314507.0576,0.9991,56486.5241,55079.1705,27313.939,47493.1012,15436.4442,119672.4987,9.5739,1.7266,89.531,wholesale
Rapeseed &Mustard,2018,Rabi       ,Tamil Nadu,82620.02,77908.3727,2.9585,28336.1056,80841.8952,18740.2836,28776.0685,34977.5986,42011.476,10.7379,0.9409,33.9985,retail
Rice,2018,Autumn     ,Tamil Nadu,149657.8,375419.0127,1.552,31938.511,59195.8893,20040.4716,69615.445,43364.8976,16785.5299,9.991,2.5123,47.1032,direct
Rice,2018,Summer     ,Tamil Nadu,36271.64,251604.7789,2.3377,43411.1375,47138.6341,32096.9508,36421.2399,58328.6123,123373.0875,14.8604,6.9355,80.3936,wholesale
Rice,2018,Winter     ,Tamil Nadu,73442.71,91628.9936,7.4302,33725.7263,62192.5103,21427.3873,64257.5142,90849.8411,23607.5884,9.6709,1.2513,52.6031,retail
Sesamum,2018,Kharif     ,Tamil Nadu,172165.09,146359.3618,6.3438,36163.2005,92296.9938,46785.9033,18225.9314,90887.9718,76417.2305,12.6197,0.8536,38.0046,direct
Sesamum,2018,Rabi       ,Tamil Nadu,197555.44,260897.0782,7.0131,25945.3563,71523.6969,62159.8504,51462.5158,26479.6808,29798.1866,9.5545,1.3192,31.6705,wholesale
Small millets,2018,Kharif     ,Tamil Nadu,182449.64,409765.0443,8.3323,43369.7961,40355.6181,44165.264,48190.6864,47680.9999,113929.4197,10.6021,2.2504,93.8184,retail
Small millets,2018,Rabi       ,Tamil Nadu,137326.7,260667.712,9.2247,48894.7415,69136.9149,14658.4751,15828.0914,56217.7759,65489.7343,12.2705,1.9012,61.7405,direct
Sugarcane,2018,Whole Year ,Tamil Nadu,156700.83,66909.9598,7.0616,38070.8316,67494.4527,48688.2964,12996.933,87166.3049,16913.5117,10.5342,0.4268,54.7177,wholesale
Sunflower,2018,Kharif     ,Tamil Nadu,170080.17,178458.9898,3.2592,44591.2492,81016.2721,39920.9805,41145.0429,65999.479,63620.1175,11.3781,1.0476,53.3888,retail
Sunflower,2018,Rabi       ,Tamil Nadu,50841.72,220187.478,3.9382,56326.9785,62832.7976,24532.7453,38861.7599,70969.0897,83999.4489,8.8658,4.3262,86.9605,direct
Sweet potato,2018,Whole Year ,Tamil Nadu,80383.89,177977.1811,6.7415,57208.563,73763.0195,53605.7987,74104.2655,40685.6218,14576.8302,9.9134,2.2116,75.2332,wholesale
Tapioca,2018,Whole Year ,Tamil Nadu,141663.24,31172.4923,0.5141,56576.6177,73114.0895,76734.9831,66135.4342,61368.9706,64105.4376,8.0025,0.2231,75.0586,retail
Tobacco,2018,Whole Year ,Tamil Nadu,48085.17,17172.1137,4.2777,46532.646,42576.1324,22173.9769,55621.7691,58874.3828,54165.3723,8.5457,0.3589,106.0113,direct
Turmeric,2018,Whole Year ,Tamil Nadu,114510.9,135165.2417,7.2071,49122.8855,90940.4197,28827.3621,35843.0229,17936.5028,20433.6514,9.5351,1.1834,52.3994,wholesale
Urad,2018,Kharif     ,Tamil Nadu,164688.67,37262.4433,1.2513,38901.0546,41549.5232,43602.7319,59270.4726,32322.728,64864.2298,9.0404,0.2231,90.8211,retail
Urad,2018,Rabi       ,Tamil Nadu,41073.75,363827.6388,9.2344,28766.2715,77747.2266,82150.2118,37319.5472,21876.2063,95581.1907,11.737,8.8561,32.301,direct
Arhar/Tur,2018,Kharif     ,Arunachal Pradesh,27492.32,353451.2093,1.746,29120.6416,37213.5165,78373.5071,34803.6582,61476.6891,50848.7095,8.5942,12.8525,68.3171,wholesale
Dry chillies,2018,Whole Year ,Arunachal Pradesh,113478.08,124212.0793,9.1568,23982.7359,52840.071,10399.2827,71823.359,67647.7321,25749.8819,10.67,1.0961,44.0283,retail
Ginger,2018,Whole Year ,Arunachal Pradesh,79353,80206.2833,5.6648,44834.0693,69820.406,70482.916,26981.7237,94957.7426,61574.6203,10.573,1.0088,62.2837,direct
Groundnut,2018,Kharif     ,Arunachal Pradesh,79327.62,437894.8115,9.5448,50305.7229,56902.1109,83791.1511,75669.8261,22689.0372,53675.629,13.677,5.5193,77.1829,wholesale
Maize,2018,Kharif     ,Arunachal Pradesh,17894.06,84258.6523,6.6057,26772.0388,73529.9382,32950.4538,68329.5257,69883.4172,28741.6432,11.5721,4.7045,35.3177,retail
Masoor,2018,Rabi       ,Arunachal Pradesh,133693.75,294172.676,8.148,48840.1208,56835.4428,24646.8173,46980.0391,37082.1785,126240.5045,8.9628,2.2019,75.0198,direct
Moong(Green Gram),2018,Kharif     ,Arunachal Pradesh,102090.93,322619.2161,8.2353,36938.0753,74681.8617,76041.1615,69302.3193,38430.7986,21199.0202,11.6012,3.1622,43.1747,wholesale
Other  Rabi pulses,2018,Rabi       ,Arunachal Pradesh,137346.22,342158.5566,0.2619,40461.2899,53217.2846,39987.2412,81693.6328,10974.5218,53148.7832,10.1656,2.4929,66.3771,retail
Other Kharif pulses,2018,Kharif     ,Arunachal Pradesh,153022.58,441654.8419,7.8085,24520.7755,47812.0469,79321.3135,18806.845,16465.9731,36739.8752,14.5209,2.8906,44.7752,direct
Peas & beans (Pulses),2018,Kharif     ,Arunachal Pradesh,103869.87,145281.4687,4.5784,51032.9707,89620.0169,37681.1729,58962.6916,85582.7702,69324.2122,8.633,1.3968,55.2318,wholesale
Peas & beans (Pulses),2018,Rabi       ,Arunachal Pradesh,114805.12,186163.4088,2.3959,21780.38,65417.2171,49185.0625,17804.2239,95029.8233,73024.51,12.3287,1.6199,32.2913,retail
Potato,2018,Whole Year ,Arunachal Pradesh,59199.46,302171.4124,1.6102,22987.9718,76970.8192,22100.9068,65813.5009,6652.6092,131056.2635,12.6197,5.1022,26.0736,direct
Rapeseed &Mustard,2018,Rabi       ,Arunachal Pradesh,176869.52,273493.1199,8.633,47072.451,48718.9581,63165.8277,22014.2082,42030.1097,79353.7794,11.2326,1.5423,84.3512,wholesale
Rice,2018,Kharif     ,Arunachal Pradesh,49888.57,413510.1076,0.6887,21694.3701,58856.1953,48146.9491,67160.5108,16102.7566,15318.6571,12.1735,8.2935,32.1749,retail
Sesamum,2018,Kharif     ,Arunachal Pradesh,88483.38,368908.9935,4.5881,20718.1136,59172.1631,61227.8938,15960.0017,31802.5655,34534.0758,8.7688,4.171,30.5647,direct
Small millets,2018,Kharif     ,Arunachal Pradesh,124049.21,117904.0917,5.5484,36045.4134,69211.343,29258.1294,61276.2386,58042.7145,78785.8444,11.6885,0.9506,50.5176,wholesale
Soyabean,2018,Kharif     ,Arunachal Pradesh,148626.41,469439.6189,7.469,43038.7642,67540.5568,77308.5344,80873.5075,7114.1158,45104.8448,9.118,3.1622,55.6295,retail
Sugarcane,2018,Whole Year ,Arunachal Pradesh,154283.88,399180.3267,0.194,19687.023,59582.6865,92943.072,82916.3178,54134.8658,64193.5912,14.7925,2.5899,28.8478,direct
Sunflower,2018,Kharif     ,Arunachal Pradesh,58364.13,368779.2366,6.1207,54364.0283,48212.4532,33095.3815,59293.0833,27943.4496,96369.5776,9.1568,6.3147,98.4356,wholesale
Turmeric,2018,Whole Year ,Arunachal Pradesh,60922.52,177825.3567,5.0149,36958.358,53266.3278,30901.8914,31905.8123,86689.8894,53104.9683,13.2987,2.9197,67.2986,retail
Urad,2018,Kharif     ,Arunachal Pradesh,127027.97,62082.8906,1.3483,25967.3365,47276.3256,49763.813,9746.0265,74361.5192,85522.2713,9.215,0.485,53.2821,direct
Urad,2018,Rabi       ,Arunachal Pradesh,121023.65,401429.4754,1.3968,30734.9447,71938.1391,70064.5259,57251.1557,24995.6875,40045.5964,9.4381,3.3174,37.2965,wholesale
Wheat,2018,Rabi       ,Arunachal Pradesh,15685.35,429085.3297,3.9576,28745.9791,32075.9794,56603.5837,12895.5486,60001.1251,64789.598,13.9971,27.354,78.2402,retail
other oilseeds,2018,Kharif     ,Arunachal Pradesh,191665.15,241221.54,4.5202,38925.9351,43638.6122,67154.9333,39435.2045,23092.8191,65206.31,11.9892,1.261,86.524,direct
Arhar/Tur,2018,Kharif     ,Bihar,33458.31,14646.2143,2.2504,36299.7668,71875.4189,19285.443,76155.3014,90103.5037,55834.4416,10.1171,0.4365,48.985,wholesale
Bajra,2018,Kharif     ,Bihar,42967.81,369590.4573,5.5484,39945.57,65222.606,71800.8259,35320.9204,13025.9166,118886.401,10.5827,8.6039,53.4664,retail
Barley,2018,Rabi       ,Bihar,59238.2,27037.3241,9.4381,57784.1028,55026.4219,21698.6672,39806.8018,66648.4187,37648.8137,8.1383,0.4559,101.8597,direct
Castor seed,2018,Kharif     ,Bihar,29661.04,335879.2325,6.5766,47447.0262,45728.3026,36332.0678,12686.4069,54257.0664,132927.4808,10.7088,11.3199,90.5786,wholesale
Coriander,2018,Whole Year ,Bihar,35302.43,346530.8122,6.7415,35665.7554,38845.6482,63863.1704,50278.6017,38315.7372,126401.1656,10.2723,9.8164,80.1511,retail
